"Table 4.6. Historical-Cost Depreciation of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 31, 2015"
"Line"," ","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"28","        Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.3,1.5,1.7,2.0,2.3,2.7,3.0,3.3,3.7,4.0,4.4,4.9,5.4,6.0,6.6,7.4,8.2,8.9,9.6,10.4,11.5,12.7,13.9,15.2,16.7,18.5,20.8,23.6,26.5,29.4,33.0,37.2,41.3,44.8,48.1,51.7,55.7,59.7,63.5,67.0,70.6,75.7,83.0,92.1,101.3,109.4,117.2,124.7,128.4,128.4,129.2,132.7,138.9,147.1,157.1,164.0,167.4,173.0,180.5,188.9,198.6
"29","      Nonfarm nonmanufacturing",3.1,3.3,3.3,3.4,3.5,3.5,3.5,3.3,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.2,3.3,3.2,3.2,3.4,3.7,4.2,4.8,5.4,6.0,6.6,7.1,7.8,8.6,9.3,10.1,11.1,12.2,12.9,13.6,14.5,15.4,16.6,17.8,19.3,21.2,23.1,25.2,27.8,30.3,32.8,35.9,40.4,44.7,48.9,53.7,60.5,69.2,80.1,91.8,104.3,119.1,133.9,150.3,168.9,185.7,202.0,218.0,235.2,252.2,267.1,280.7,298.5,321.0,346.1,374.0,406.6,444.7,489.4,539.4,579.1,602.4,621.5,644.4,672.6,708.3,747.1,777.3,788.1,792.8,810.7,841.8,879.8,920.8
"30","        Equipment",2.1,2.2,2.1,2.1,2.2,2.1,2.0,1.9,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.6,1.6,1.7,1.9,2.4,2.8,3.3,3.7,4.1,4.5,5.0,5.4,5.9,6.5,7.1,7.9,8.3,8.7,9.3,9.9,10.7,11.6,12.7,14.1,15.4,16.9,18.8,20.6,22.3,24.6,27.5,30.8,33.6,37.0,41.9,48.4,56.3,64.3,72.3,81.5,90.5,100.9,113.0,123.6,134.3,144.2,154.0,162.3,168.2,173.7,183.5,198.0,215.8,235.3,256.3,279.3,304.5,330.7,349.0,356.6,361.4,369.0,381.1,399.1,418.7,429.1,422.7,415.9,421.8,436.1,455.2,475.5
"31","        Structures",1.0,1.0,1.1,1.1,1.2,1.2,1.3,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.3,2.4,2.6,2.9,3.1,3.3,3.5,3.7,3.9,4.2,4.4,4.6,4.8,5.1,5.4,5.7,6.0,6.4,6.8,7.3,8.4,9.0,9.8,10.6,11.6,12.8,14.5,16.7,19.5,22.7,25.6,28.2,31.2,33.6,35.3,37.1,38.9,41.2,43.5,45.4,47.0,48.7,50.6,52.8,55.5,58.7,61.9,65.3,69.5,73.0,76.2,79.8,84.5,91.2,99.4,108.9,116.9,122.1,127.5,134.4,142.1,150.2
"32","        Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.3,1.4,1.5,1.6,1.8,2.0,2.3,2.6,3.0,3.4,3.7,4.1,4.5,4.9,5.5,6.1,7.0,8.0,9.3,10.8,12.5,14.9,17.8,21.1,24.8,28.5,32.4,36.7,42.3,48.7,55.4,61.6,68.0,74.2,79.7,85.9,94.8,106.7,123.0,143.4,160.6,172.7,184.0,195.6,206.9,218.0,228.9,239.2,248.5,254.8,261.3,271.3,282.5,295.2
" ","    By corporate financial and nonfinancial:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","      Financial",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.4,1.6,1.8,2.1,2.3,2.7,3.0,3.5,4.1,4.9,5.8,6.8,8.0,9.5,11.4,13.5,16.0,18.8,22.2,26.2,30.1,34.4,38.8,44.0,48.8,52.4,55.5,58.9,62.9,66.6,70.6,75.2,82.3,92.3,101.8,108.6,114.4,120.7,126.8,131.6,135.4,141.1,146.1,146.8,145.5,145.7,150.0,157.4,165.9
"34","        Equipment",0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,1.0,1.1,1.2,1.4,1.6,1.7,2.0,2.3,2.7,3.1,3.7,4.4,5.3,6.4,7.8,9.4,11.1,13.0,15.4,18.1,20.8,23.8,26.6,29.7,32.1,33.5,34.3,36.1,39.1,42.5,46.3,50.2,55.5,61.6,66.4,68.9,70.3,71.7,73.3,75.0,77.0,79.5,80.0,75.9,72.4,72.3,73.9,78.2,83.4
"35","        Structures",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.5,1.8,2.1,2.4,2.8,3.2,3.6,4.1,4.5,5.0,5.4,5.8,6.1,6.4,6.7,7.0,7.5,8.0,8.4,8.9,9.4,9.6,9.8,10.1,10.6,11.0,11.5,12.1,12.6,12.8,12.9,12.9,13.0,13.1
"36","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.8,1.1,1.4,1.6,1.8,2.0,2.3,2.6,3.1,3.7,4.5,5.3,6.1,7.0,8.1,9.8,11.6,13.5,15.4,16.7,17.4,17.4,17.3,17.5,18.9,22.3,26.6,30.3,34.4,39.1,43.4,46.0,47.5,50.0,54.0,58.4,60.2,60.6,63.2,66.2,69.4
"37","      Nonfinancial",4.0,4.2,4.2,4.3,4.4,4.5,4.5,4.3,4.1,4.0,3.9,4.0,4.1,4.2,4.2,4.3,4.6,4.7,4.8,4.9,5.2,5.7,6.6,7.7,8.5,9.3,10.2,11.2,12.3,13.5,14.7,16.1,17.7,19.5,20.7,21.8,23.2,24.8,26.6,28.5,31.0,34.2,37.5,41.0,45.0,48.9,52.6,57.0,63.1,69.4,75.8,83.0,92.5,104.3,118.7,134.4,151.7,171.1,188.5,207.7,230.6,250.7,269.3,286.8,305.6,325.6,344.5,362.4,383.9,409.9,441.8,479.4,522.7,568.9,616.6,668.9,712.6,735.3,748.6,766.6,794.8,835.5,881.0,921.3,940.5,950.3,975.6,1014.2,1059.0,1108.5
"38","        Equipment",2.7,2.8,2.8,2.8,2.8,2.8,2.7,2.6,2.4,2.3,2.2,2.2,2.3,2.3,2.4,2.4,2.6,2.7,2.7,2.7,2.9,3.3,4.0,4.8,5.5,6.0,6.6,7.2,7.9,8.6,9.3,10.1,11.1,12.2,12.8,13.3,14.0,14.9,16.0,17.1,18.8,20.8,22.9,25.1,27.6,29.9,32.2,35.1,38.8,43.0,47.0,51.6,58.1,66.2,75.9,85.7,95.9,107.1,116.4,126.8,139.7,150.6,161.1,170.5,180.1,189.4,197.4,205.2,216.5,231.7,251.0,272.5,295.1,318.4,342.0,366.9,385.4,392.8,396.5,402.8,414.4,432.8,453.7,468.3,467.8,464.3,472.4,488.8,508.9,530.4
"39","        Structures",1.1,1.2,1.2,1.3,1.4,1.4,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.7,1.8,2.0,2.1,2.3,2.5,2.7,2.9,3.1,3.4,3.7,3.9,4.2,4.4,4.6,4.9,5.1,5.4,5.7,6.0,6.4,6.8,7.3,7.8,8.3,8.8,10.0,10.8,11.7,12.7,13.8,15.1,17.0,19.4,22.4,25.7,28.6,31.3,34.1,36.4,38.0,39.5,41.3,43.4,45.6,47.4,49.1,50.8,52.8,55.2,58.1,61.3,64.5,68.0,72.0,75.7,78.9,82.3,86.7,93.2,101.3,110.7,118.6,123.9,129.5,136.7,145.0,153.6
"40","        Intellectual property products",0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.7,2.0,2.2,2.5,2.9,3.3,3.7,4.1,4.6,5.0,5.5,6.0,6.6,7.3,8.2,9.1,10.1,11.2,12.1,13.1,14.3,15.6,17.1,18.7,20.6,23.0,25.8,29.3,33.5,38.3,43.5,49.6,56.7,63.7,70.2,76.7,84.2,92.8,101.5,109.8,118.3,127.4,138.0,151.7,169.5,189.2,210.1,234.0,255.1,266.8,273.3,281.5,293.6,309.5,326.0,342.3,354.1,362.0,373.7,388.6,405.2,424.5
"41","  Noncorporate",1.8,1.9,2.0,2.1,2.2,2.3,2.2,2.1,1.9,1.8,1.8,1.8,1.9,1.9,1.9,2.0,2.1,2.1,2.1,2.1,2.2,2.4,2.9,3.5,4.1,4.7,5.3,5.7,6.1,6.5,6.9,7.3,7.7,8.2,8.5,8.7,9.0,9.3,9.8,10.3,11.0,11.8,12.5,13.2,14.1,15.0,15.9,17.1,18.6,20.2,21.7,23.5,25.7,28.4,32.1,35.8,39.8,44.3,47.8,51.3,55.7,59.6,64.0,69.0,74.2,78.7,82.0,85.1,88.6,92.5,97.0,101.8,108.0,116.7,127.2,139.0,150.1,160.4,170.6,180.8,192.1,204.5,218.2,231.6,240.7,246.6,254.0,264.5,276.2,288.2
"42","    Equipment",1.4,1.5,1.6,1.6,1.7,1.7,1.6,1.5,1.4,1.3,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.5,1.4,1.4,1.5,1.7,2.1,2.7,3.2,3.7,4.2,4.5,4.8,5.1,5.4,5.7,6.0,6.3,6.5,6.5,6.7,6.8,7.1,7.4,7.8,8.4,8.9,9.4,10.0,10.6,11.2,12.1,13.2,14.4,15.5,16.8,18.5,20.6,23.2,25.6,27.9,30.5,32.3,34.3,37.0,39.2,41.7,44.3,47.1,49.2,50.3,51.3,52.8,55.0,57.8,60.7,64.1,68.6,73.9,79.6,84.9,89.8,94.8,100.2,106.5,113.8,121.6,128.4,131.6,133.4,137.2,142.9,149.7,156.6
"43","    Structures",0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.3,1.4,1.6,1.7,1.8,1.9,2.1,2.3,2.4,2.6,2.7,2.9,3.1,3.3,3.7,3.9,4.2,4.5,4.9,5.4,6.0,6.8,7.9,9.3,10.5,11.4,12.3,13.3,14.3,15.3,16.2,17.1,17.7,18.1,18.5,19.0,19.5,20.2,21.0,22.0,23.1,24.4,25.8,27.1,28.5,29.8,31.3,33.2,35.6,38.4,41.0,42.7,44.1,45.8,47.6,49.5
"44","    Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.3,2.5,2.9,3.4,4.0,4.5,5.0,5.6,6.3,7.1,8.1,9.4,10.9,12.4,14.0,15.8,17.3,18.5,19.7,21.0,23.0,26.1,30.2,35.0,39.4,43.5,47.3,50.8,54.2,57.6,61.0,64.8,68.2,70.5,72.7,75.8,78.9,82.1
" ","    By noncorporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","      Farms",0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.8,0.9,1.1,1.3,1.6,1.8,1.9,2.0,2.1,2.2,2.2,2.2,2.4,2.4,2.4,2.5,2.5,2.6,2.7,2.9,3.1,3.4,3.5,3.7,3.9,4.0,4.3,4.7,5.2,5.7,6.3,7.1,7.8,8.7,9.5,10.0,10.4,10.4,10.4,10.5,10.2,10.1,10.0,10.3,10.6,10.8,10.8,11.0,11.3,11.9,12.5,13.2,14.1,14.4,14.3,14.3,14.3,14.4,14.7,15.2,15.5,15.8,16.4,17.0,17.6,18.5,20.1,22.1,23.9
"46","        Equipment",0.4,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,1.0,1.2,1.4,1.6,1.7,1.8,1.9,2.0,2.0,2.0,2.1,2.2,2.2,2.2,2.2,2.3,2.4,2.6,2.8,3.0,3.2,3.3,3.4,3.6,3.8,4.2,4.6,5.1,5.7,6.4,7.0,7.9,8.5,9.0,9.3,9.3,9.3,9.3,9.1,8.9,8.9,9.1,9.4,9.6,9.6,9.7,10.0,10.5,11.1,11.8,12.6,12.9,12.9,12.9,12.8,12.9,13.2,13.6,13.9,14.2,14.7,15.2,15.8,16.6,18.2,20.2,21.9
"47","        Structures",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,2.0
"48","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"49","      Manufacturing",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.8,1.9,2.0,2.2,2.3,2.4,2.5,2.6,2.9,3.3,3.8,4.4,5.2,6.3,7.7,9.3,10.8,12.0,12.8,13.6,14.6,15.6,16.7,17.4,17.7,18.3,19.1,20.0,21.1
"50","        Equipment",0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.7,1.9,2.1,2.4,2.7,3.1,3.6,4.1,4.6,5.0,5.4,5.7,6.1,6.5,6.9,7.1,7.1,7.3,7.5,7.8,8.2
"51","        Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.9
"52","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.2,1.4,1.8,2.2,3.0,3.8,4.9,5.8,6.5,6.9,7.4,8.0,8.5,9.2,9.7,9.9,10.3,10.8,11.4,12.0
"53","      Nonfarm nonmanufacturing",1.2,1.3,1.4,1.4,1.5,1.5,1.5,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.3,1.3,1.4,1.5,1.9,2.2,2.6,2.9,3.3,3.5,3.8,4.1,4.4,4.8,5.1,5.5,5.7,5.9,6.1,6.4,6.8,7.1,7.6,8.2,8.7,9.2,9.9,10.6,11.4,12.2,13.4,14.4,15.4,16.4,17.9,19.8,22.4,25.2,28.6,32.6,36.0,39.4,43.5,47.6,52.0,56.9,61.8,65.8,68.8,71.8,75.0,78.3,81.8,85.6,90.4,97.5,106.5,116.9,126.5,135.3,144.2,153.3,163.3,174.4,186.8,198.6,206.4,211.3,217.2,225.3,234.1,243.2
"54","        Equipment",0.9,1.0,1.0,1.1,1.1,1.1,1.0,1.0,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8,1.0,1.2,1.6,1.8,2.1,2.4,2.6,2.8,3.0,3.2,3.5,3.7,4.0,4.1,4.1,4.2,4.3,4.5,4.7,5.0,5.3,5.6,5.9,6.4,6.8,7.3,7.9,8.6,9.4,10.0,10.7,11.7,13.0,14.7,16.4,18.2,20.3,22.1,24.1,26.7,29.0,31.6,34.2,36.7,38.4,39.3,40.2,41.5,43.3,45.4,47.5,49.9,53.3,57.9,63.1,68.0,72.4,76.8,81.6,87.2,93.7,100.9,106.8,109.3,110.5,113.3,117.3,121.8,126.5
"55","        Structures",0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.2,1.3,1.5,1.6,1.7,1.9,2.0,2.1,2.3,2.4,2.6,2.8,3.1,3.4,3.6,3.8,4.1,4.5,5.0,5.7,6.8,8.1,9.2,10.1,11.1,12.0,13.0,13.9,14.9,15.7,16.3,16.7,17.1,17.6,18.1,18.7,19.4,20.4,21.5,22.7,24.0,25.3,26.6,27.9,29.3,31.1,33.4,36.2,38.6,40.2,41.6,43.1,44.8,46.6
"56","        Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.2,1.3,1.5,1.5,1.6,1.7,1.8,1.9,2.1,2.3,2.6,3.1,3.6,4.1,4.6,5.1,5.8,6.5,7.5,8.7,10.2,11.7,13.2,14.9,16.3,17.3,18.3,19.4,21.1,23.7,27.2,31.0,34.5,37.6,40.8,43.8,46.8,49.6,52.5,55.6,58.5,60.5,62.3,64.9,67.5,70.1
" ","    By noncorporate legal form of organization:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","      Sole proprietorships",1.1,1.2,1.3,1.3,1.4,1.4,1.4,1.3,1.2,1.1,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.6,2.0,2.4,2.7,3.0,3.2,3.4,3.6,3.8,4.0,4.2,4.5,4.6,4.6,4.7,4.9,5.0,5.2,5.5,5.9,6.2,6.5,6.9,7.3,7.7,8.2,8.9,9.6,10.3,11.1,12.2,13.6,15.5,17.3,19.0,20.9,22.2,23.4,25.0,26.1,27.5,29.1,30.6,31.6,32.1,32.5,33.3,34.8,36.6,38.4,40.6,43.0,45.2,47.0,47.9,48.2,48.4,48.9,49.6,50.5,51.3,51.9,51.8,51.7,52.2,53.6,55.9,58.1
"58","        Equipment",0.9,1.0,1.1,1.1,1.2,1.2,1.1,1.0,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.1,1.3,1.7,2.0,2.3,2.6,2.8,3.0,3.1,3.3,3.4,3.5,3.8,3.9,3.8,3.9,3.9,4.1,4.2,4.5,4.8,5.0,5.3,5.6,5.8,6.1,6.6,7.2,7.8,8.4,9.1,10.0,11.1,12.7,14.0,15.1,16.3,17.0,17.8,18.9,19.6,20.4,21.4,22.3,22.9,23.0,23.0,23.5,24.5,25.9,27.3,28.8,30.3,31.4,32.1,32.3,32.1,32.0,32.0,32.3,32.7,33.0,33.1,32.7,32.3,32.6,33.6,35.3,36.9
"59","        Structures",0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.6,1.8,2.0,2.3,2.8,3.3,3.7,3.9,4.2,4.4,4.5,4.7,4.9,5.1,5.2,5.2,5.2,5.3,5.4,5.5,5.6,5.8,6.0,6.2,6.4,6.5,6.6,6.8,6.9,7.2,7.4,7.8,8.1,8.3,8.4,8.6,8.9,9.1
"60","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.9,1.0,1.2,1.4,1.5,1.7,1.9,2.2,2.5,2.9,3.4,3.7,4.0,4.3,4.7,5.0,5.3,5.7,6.2,7.0,7.9,8.8,9.3,9.6,9.8,10.1,10.4,10.7,10.9,11.0,11.1,11.1,11.2,11.4,11.7,12.1
"61","      Partnerships",0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.8,0.9,1.1,1.3,1.4,1.6,1.7,1.8,2.0,2.1,2.2,2.3,2.5,2.6,2.6,2.7,2.8,2.9,3.1,3.3,3.5,3.8,4.0,4.2,4.5,4.8,5.1,5.5,5.8,6.2,6.5,7.0,7.7,8.8,9.9,11.4,13.1,14.3,15.6,17.2,18.8,20.5,22.4,24.2,25.5,26.1,26.5,27.1,28.1,29.3,30.8,32.7,35.8,40.4,46.4,52.7,58.5,63.9,69.3,75.6,82.9,91.0,98.5,103.0,105.7,109.2,114.1,120.0,126.2
"62","        Equipment",0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.5,0.5,0.7,0.8,1.0,1.1,1.3,1.4,1.4,1.5,1.6,1.7,1.8,1.9,1.9,2.0,2.0,2.0,2.1,2.2,2.4,2.5,2.7,2.9,3.1,3.3,3.5,3.7,4.0,4.2,4.4,4.7,5.0,5.5,6.2,6.9,7.6,8.5,9.1,9.7,10.7,11.5,12.4,13.4,14.4,14.9,14.9,14.9,15.0,15.5,16.3,17.2,18.3,19.8,22.0,24.9,27.9,30.5,33.0,35.8,39.2,43.3,47.8,51.4,52.8,53.6,55.4,58.1,61.4,64.9
