"Table 4.3. Historical-Cost Net Stock of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 31, 2015"
"Line"," ","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"28","        Intellectual property products",0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.3,1.5,1.6,1.7,1.7,2.1,2.5,2.9,3.1,3.4,3.9,4.6,5.6,6.6,7.5,9.0,10.3,11.6,13.0,14.5,15.9,17.4,19.0,20.7,22.6,25.0,27.6,30.5,33.8,36.8,39.5,42.6,46.4,51.2,56.0,61.2,67.0,73.6,82.0,92.6,105.4,118.6,132.6,150.0,168.7,184.4,199.2,213.8,230.6,248.0,265.5,282.5,295.8,311.9,336.0,367.2,403.0,436.5,468.3,504.4,536.3,548.8,561.9,581.1,611.7,651.1,702.0,756.4,788.5,824.5,865.6,909.1,959.9,1014.9
"29","      Nonfarm nonmanufacturing",56.7,59.3,61.4,63.4,65.9,67.4,67.3,66.0,64.5,63.5,62.9,63.0,63.8,63.9,64.1,64.9,66.2,66.5,66.6,67.4,69.6,73.7,79.8,87.6,94.4,101.9,110.4,119.1,129.3,138.2,148.8,161.4,175.1,185.9,198.5,211.6,223.9,237.3,250.9,266.6,286.7,309.9,332.8,359.7,390.2,419.6,450.5,487.3,534.7,585.3,633.2,689.8,763.3,860.5,981.7,1107.9,1254.1,1399.2,1536.0,1704.3,1875.8,2030.8,2170.5,2322.8,2481.1,2651.7,2791.3,2926.9,3097.7,3281.5,3496.7,3732.5,4001.3,4296.4,4633.2,5002.4,5277.9,5461.4,5648.3,5870.9,6155.5,6528.0,6922.4,7277.4,7412.5,7581.7,7832.4,8165.8,8502.6,8889.8
"30","        Equipment",16.7,17.0,17.1,17.2,17.4,17.2,16.4,15.4,14.3,13.7,13.2,13.1,13.4,13.1,13.0,13.4,14.1,14.1,13.9,14.0,15.1,17.1,20.5,24.1,26.9,30.2,33.6,36.9,40.8,43.7,47.6,52.2,57.6,60.9,65.9,71.4,76.0,81.7,87.7,94.6,103.9,115.2,125.7,138.6,153.5,166.5,180.0,196.3,220.2,243.5,263.6,288.9,326.3,377.1,437.3,492.7,551.0,603.1,660.9,733.6,799.9,864.8,920.0,984.5,1046.3,1099.9,1138.7,1189.0,1268.8,1366.1,1479.1,1598.0,1728.9,1866.1,2028.5,2197.9,2294.6,2338.9,2386.6,2462.7,2571.4,2717.2,2847.3,2908.8,2850.0,2877.2,2964.7,3098.6,3228.5,3375.8
"31","        Structures",39.2,41.4,43.4,45.3,47.3,49.0,49.6,49.4,48.9,48.5,48.3,48.4,48.8,49.0,49.2,49.6,50.0,50.2,50.2,50.7,51.5,53.3,55.8,59.6,63.4,67.5,72.3,77.4,83.4,89.1,95.3,102.9,110.7,117.7,124.7,132.0,138.9,146.1,152.7,160.8,170.5,181.0,191.8,204.1,218.0,232.9,249.0,267.7,289.6,315.0,340.7,368.1,399.8,441.4,495.7,560.2,639.1,721.1,787.8,868.8,959.4,1033.2,1102.7,1172.8,1247.4,1340.4,1415.3,1478.0,1543.2,1608.7,1688.5,1779.2,1883.3,2002.9,2122.3,2261.1,2399.7,2504.9,2609.2,2721.7,2861.1,3050.1,3278.6,3538.9,3707.0,3825.1,3957.5,4121.3,4292.4,4488.6
"32","        Intellectual property products",0.8,0.9,0.9,1.0,1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.2,2.4,2.7,3.0,3.3,3.6,3.8,4.1,4.3,4.5,4.7,5.1,5.5,6.0,6.4,6.9,7.3,7.8,8.3,9.0,9.6,10.4,11.2,12.3,13.7,15.3,17.0,18.7,20.1,21.5,23.3,25.0,26.8,29.0,32.7,37.2,42.0,48.8,55.0,63.9,74.9,87.3,101.9,116.5,132.9,147.8,165.5,187.4,211.4,237.2,259.9,285.7,306.8,329.1,355.3,389.2,427.4,482.4,543.4,583.6,617.6,652.4,686.4,723.1,760.7,796.5,829.8,855.4,879.5,910.3,945.9,981.7,1025.4
" ","    By corporate financial and nonfinancial:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","      Financial",2.2,2.3,2.4,2.6,2.7,2.9,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.7,2.7,2.6,2.9,3.1,3.4,3.7,4.0,4.4,4.8,5.4,5.9,6.7,7.6,8.4,9.0,9.8,10.7,11.6,12.6,13.6,15.1,16.8,18.5,20.4,23.2,26.0,28.6,31.8,35.1,40.1,46.7,53.6,60.8,68.4,79.2,93.3,110.5,130.7,152.1,174.9,204.3,237.6,273.1,307.2,344.0,385.5,421.2,446.1,468.4,493.6,522.4,549.5,583.5,619.3,670.9,726.2,775.0,808.5,838.8,862.1,898.6,932.3,968.6,1019.0,1049.7,1046.6,1046.1,1058.6,1089.1,1127.1,1172.3
"34","        Equipment",0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.8,0.9,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.2,2.4,2.5,2.7,2.9,3.0,3.2,3.3,3.8,4.6,5.3,6.2,7.5,8.8,9.9,11.4,12.9,15.4,18.5,21.8,25.5,29.7,36.0,43.7,52.7,61.8,70.2,81.3,95.6,109.5,125.9,141.8,159.5,178.4,191.1,197.6,203.3,216.0,231.9,248.0,266.7,283.1,311.7,340.5,361.5,370.6,381.4,387.7,400.7,414.7,430.8,448.4,446.4,419.0,415.9,423.0,442.7,471.6,502.7
"35","        Structures",1.5,1.6,1.7,1.9,2.1,2.2,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.2,2.3,2.5,2.6,2.8,3.0,3.3,3.6,4.0,4.6,5.3,5.9,6.5,7.1,7.8,8.6,9.3,10.1,11.0,11.9,12.8,13.7,15.1,16.4,17.7,19.2,20.8,23.0,25.9,28.8,31.5,34.7,38.7,44.3,51.9,62.2,73.8,83.9,97.2,114.8,132.0,147.9,163.8,182.2,201.2,215.1,228.0,238.0,249.9,261.5,276.5,295.4,313.3,330.8,348.4,365.5,374.8,383.2,398.8,415.2,432.0,456.7,480.0,493.7,496.4,497.3,500.4,503.4,510.1
"36","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.8,1.0,1.2,1.4,1.7,2.3,3.0,3.7,4.1,4.5,5.2,6.0,6.7,8.1,9.7,11.5,13.4,15.2,17.5,20.7,24.9,28.8,33.4,37.1,39.5,40.6,39.9,40.2,40.8,45.9,55.0,65.1,72.4,82.6,91.1,99.2,102.4,105.8,113.9,123.4,133.9,133.7,138.3,146.1,152.1,159.5
"37","      Nonfinancial",67.4,70.3,72.8,75.4,78.7,80.5,80.2,78.4,76.7,75.6,75.1,75.5,77.1,77.4,78.0,79.6,82.3,83.5,83.9,85.7,89.5,96.7,106.8,117.9,126.5,136.0,148.4,161.6,176.1,188.8,202.9,222.0,242.4,256.6,272.3,290.0,306.3,324.2,342.7,364.8,394.2,430.3,465.0,503.0,545.7,586.9,627.0,674.9,735.2,805.2,871.9,948.3,1045.7,1170.6,1322.4,1483.0,1668.7,1839.7,1991.1,2181.9,2376.8,2540.0,2685.0,2841.3,3014.2,3208.2,3378.4,3544.8,3737.7,3953.5,4226.1,4525.6,4854.5,5190.2,5550.0,5955.6,6268.1,6453.0,6638.9,6856.4,7162.9,7571.1,8024.4,8458.5,8641.4,8861.4,9179.0,9581.8,10000.9,10480.3
"38","        Equipment",22.4,22.9,23.0,23.3,23.9,23.8,22.9,21.5,20.3,19.6,19.2,19.5,20.3,20.3,20.5,21.4,22.8,23.4,23.6,24.6,26.9,30.5,36.5,42.4,46.4,50.8,56.6,62.4,68.4,73.3,79.0,86.9,95.9,100.8,107.1,114.6,121.0,128.8,137.4,147.9,162.4,180.8,197.3,215.7,236.6,255.1,272.6,294.8,325.0,359.2,390.2,427.2,479.7,546.5,624.4,699.4,781.9,847.4,908.8,991.6,1070.7,1138.1,1194.0,1258.0,1328.8,1399.7,1460.1,1530.6,1622.4,1737.2,1878.0,2024.6,2181.2,2334.2,2499.8,2680.2,2788.4,2833.2,2880.8,2951.9,3064.7,3219.1,3371.1,3474.4,3445.1,3482.4,3592.0,3744.2,3894.2,4067.6
"39","        Structures",43.8,46.2,48.4,50.6,53.1,55.0,55.4,55.0,54.5,54.1,53.8,53.8,54.4,54.6,54.8,55.3,56.1,56.4,56.3,56.7,57.9,60.8,64.3,68.8,72.9,77.4,83.5,89.9,96.9,103.5,110.4,119.7,129.3,137.0,144.5,152.7,160.5,168.4,176.1,185.3,197.2,211.2,225.3,240.3,257.5,275.8,294.5,315.6,340.5,370.3,399.7,430.8,466.0,513.0,572.5,641.9,724.2,806.8,872.0,949.9,1034.3,1099.9,1161.5,1224.7,1292.3,1377.9,1448.9,1508.9,1573.3,1638.2,1722.8,1818.5,1921.9,2038.0,2154.4,2292.5,2432.1,2535.9,2634.8,2736.1,2865.8,3046.0,3268.8,3521.2,3686.2,3808.7,3949.4,4128.7,4317.2,4531.9
"40","        Intellectual property products",1.2,1.3,1.3,1.5,1.6,1.8,1.8,1.9,1.9,2.0,2.1,2.2,2.4,2.6,2.8,3.0,3.4,3.8,4.0,4.4,4.7,5.4,6.1,6.7,7.1,7.7,8.3,9.3,10.7,12.0,13.4,15.3,17.1,18.9,20.8,22.7,24.9,26.9,29.3,31.6,34.6,38.4,42.4,46.9,51.7,56.0,59.8,64.5,69.6,75.7,81.9,90.2,100.1,111.1,125.5,141.7,162.6,185.4,210.2,240.4,271.8,302.1,329.5,358.6,393.1,430.6,469.3,505.3,542.0,578.1,625.2,682.4,751.4,818.1,895.8,982.9,1047.6,1083.8,1123.2,1168.4,1232.4,1306.0,1384.5,1462.9,1510.0,1570.3,1637.6,1708.9,1789.5,1880.8
"41","  Noncorporate",20.7,22.4,24.0,25.5,27.0,27.7,27.4,26.6,25.6,25.0,24.9,25.1,25.8,26.1,26.4,27.0,28.0,27.8,27.6,27.8,29.0,32.0,36.9,42.7,47.8,53.6,59.1,63.3,68.2,72.8,78.7,84.2,89.8,95.2,101.5,107.5,113.5,120.6,128.2,136.9,147.4,158.7,168.9,178.9,191.3,204.4,218.3,234.4,255.0,274.3,293.7,315.2,341.2,375.6,419.7,462.5,519.3,572.4,617.3,673.4,735.1,791.8,853.2,919.9,985.3,1034.9,1074.6,1107.8,1149.4,1195.2,1246.9,1303.2,1375.4,1464.8,1563.3,1676.3,1781.4,1887.2,1987.8,2095.8,2214.8,2357.7,2523.0,2689.5,2797.9,2886.4,2986.9,3111.2,3232.3,3363.4
"42","    Equipment",8.1,8.5,8.9,9.3,9.7,9.7,9.2,8.4,7.7,7.2,7.1,7.4,7.8,7.9,8.0,8.5,9.2,9.0,8.8,9.1,10.0,11.3,14.4,17.9,20.6,23.9,26.7,28.5,30.6,32.0,34.5,36.1,37.7,38.9,40.5,41.6,42.5,43.9,45.7,48.2,51.4,55.4,58.7,62.0,66.2,70.5,74.9,80.4,88.6,96.6,104.6,113.8,125.4,141.2,160.2,174.7,192.6,204.5,215.6,231.6,246.3,259.5,273.0,290.3,307.5,316.9,324.0,330.3,341.5,357.9,375.7,394.1,417.5,447.4,480.3,518.8,552.1,586.9,620.8,660.5,706.1,757.3,810.6,853.9,868.3,892.2,928.2,977.3,1024.1,1072.5
"43","    Structures",11.9,13.1,14.3,15.4,16.4,17.1,17.3,17.2,17.0,16.8,16.7,16.7,16.9,17.0,17.1,17.3,17.4,17.4,17.2,17.1,17.2,18.7,20.2,22.4,24.6,27.1,29.6,31.9,34.5,37.5,40.7,44.3,48.1,51.9,56.3,60.9,65.6,70.9,76.3,82.2,89.3,96.2,102.8,109.2,117.0,125.2,134.4,144.6,156.6,167.4,178.2,189.6,203.2,220.2,243.2,269.4,305.5,344.4,375.6,412.7,456.3,495.9,538.5,581.9,623.5,657.5,683.4,703.1,728.1,752.3,780.8,812.7,853.1,901.0,952.1,1009.7,1067.2,1122.9,1176.4,1232.0,1292.5,1371.2,1469.0,1577.6,1659.0,1712.2,1763.5,1823.7,1885.0,1952.4
"44","    Intellectual property products",0.6,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.8,2.0,2.2,2.3,2.5,2.7,2.8,2.9,3.1,3.3,3.6,3.8,4.1,4.4,4.7,5.0,5.4,5.8,6.1,6.4,6.8,7.1,7.4,7.8,8.2,8.6,9.0,9.4,9.8,10.3,10.9,11.8,12.7,14.2,16.3,18.5,21.2,23.5,26.0,29.0,32.4,36.5,41.6,47.7,54.3,60.5,67.3,74.4,79.9,85.0,90.4,96.3,104.7,116.4,131.0,147.8,162.1,177.4,190.6,203.3,216.2,229.2,243.4,257.9,270.5,282.0,295.3,310.2,323.2,338.5
" ","    By noncorporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","      Farms",6.6,6.8,7.0,7.1,7.3,7.3,7.1,6.7,6.4,6.2,6.1,6.3,6.5,6.6,6.6,6.7,7.0,7.1,7.0,7.3,7.7,8.5,10.2,12.2,14.1,15.9,17.5,18.8,19.9,20.6,21.4,21.8,22.3,22.9,24.0,24.8,25.5,26.5,28.1,29.5,31.4,33.5,35.7,37.2,39.0,41.1,43.1,45.5,49.8,54.9,61.4,67.9,75.2,83.6,93.6,100.2,106.5,108.4,109.6,111.7,110.6,108.8,107.2,108.6,111.2,114.2,115.5,115.1,117.5,121.5,125.9,130.7,137.6,142.7,143.3,144.6,146.1,148.2,151.0,155.4,160.0,163.3,167.4,174.7,181.1,187.2,196.0,212.1,228.6,241.7
"46","        Equipment",2.8,3.0,3.1,3.2,3.3,3.3,3.2,2.9,2.6,2.5,2.5,2.6,2.9,2.9,3.0,3.1,3.4,3.5,3.4,3.6,3.9,4.2,5.2,6.7,8.0,9.2,10.3,11.0,11.7,12.0,12.4,12.5,12.6,13.1,13.6,13.7,13.9,14.2,14.9,15.7,16.9,18.3,19.7,20.6,21.6,22.9,24.2,25.9,29.1,32.2,36.2,40.2,44.6,49.7,55.8,59.3,62.9,63.2,63.1,64.1,62.9,61.3,59.6,60.6,62.9,65.5,66.3,65.9,67.5,70.6,74.4,78.2,84.3,88.7,88.4,88.3,88.2,88.9,90.3,93.2,96.0,97.8,100.2,104.6,108.7,113.1,120.3,134.0,147.2,156.8
"47","        Structures",3.8,3.8,3.9,4.0,4.0,4.0,3.9,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,4.3,4.9,5.6,6.1,6.7,7.2,7.8,8.2,8.6,9.0,9.4,9.6,9.8,10.4,11.1,11.6,12.3,13.1,13.9,14.5,15.2,16.0,16.6,17.3,18.2,18.9,19.5,20.8,22.7,25.2,27.8,30.6,34.0,37.8,40.9,43.5,45.2,46.5,47.6,47.7,47.5,47.6,48.0,48.3,48.7,49.0,49.1,49.8,50.6,51.2,52.2,53.0,53.8,54.7,56.1,57.7,59.2,60.6,62.1,63.9,65.4,67.2,70.1,72.3,74.1,75.7,78.1,81.3,84.9
"48","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
"49","      Manufacturing",0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.1,1.1,1.1,1.2,1.4,1.7,1.9,1.9,2.0,2.2,2.3,2.4,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.7,3.8,3.9,4.0,4.1,4.3,4.3,4.4,4.5,4.6,4.8,5.0,5.2,5.6,6.0,6.4,6.9,8.0,9.2,10.4,11.5,12.4,13.1,14.1,15.2,16.1,17.0,17.9,18.9,19.8,20.7,21.6,23.0,25.1,28.2,31.9,36.1,42.3,49.9,59.5,70.1,79.9,87.0,93.5,100.8,108.0,116.6,125.0,129.1,133.4,139.1,146.1,154.5,164.1
"50","        Equipment",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8,1.0,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.6,2.7,2.9,3.1,3.3,3.6,4.1,4.7,5.3,5.9,6.4,6.8,7.4,8.0,8.5,9.1,9.6,10.2,10.7,11.1,11.7,12.5,13.7,15.4,17.3,19.2,22.1,25.6,29.9,34.3,38.8,42.3,45.3,48.8,52.3,55.8,59.2,60.1,61.1,63.2,65.7,69.0,73.0
"51","        Structures",0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2.0,2.1,2.3,2.8,3.2,3.5,3.8,4.0,4.2,4.3,4.5,4.7,4.9,5.1,5.4,5.6,5.8,6.1,6.2,6.5,6.9,7.4,8.1,8.8,9.8,11.1,12.9,14.3,15.0,15.9,16.8,17.8,19.5,20.8,21.8,22.5,23.3,24.9,26.7,28.8
"52","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,1.0,1.2,1.4,1.6,1.9,2.0,2.2,2.4,2.7,2.9,3.0,3.2,3.4,3.5,3.7,3.9,4.3,4.9,5.9,7.1,8.8,11.3,14.5,18.5,22.9,26.8,29.7,32.3,35.1,38.0,41.3,45.0,47.3,49.8,52.6,55.5,58.8,62.3
"53","      Nonfarm nonmanufacturing",13.3,14.8,16.2,17.5,18.8,19.5,19.5,19.0,18.4,18.0,17.9,18.1,18.5,18.6,18.9,19.4,20.0,19.7,19.4,19.3,20.1,22.1,25.0,28.6,31.7,35.7,39.4,42.3,45.9,49.6,54.6,59.5,64.4,69.0,74.1,79.1,84.3,90.2,96.3,103.3,111.9,120.9,128.9,137.3,147.8,158.6,170.4,184.0,200.0,213.8,226.3,240.9,259.2,283.9,316.8,351.9,401.3,451.7,494.6,547.6,609.3,666.9,729.0,793.4,855.1,900.8,938.5,971.1,1009.0,1048.6,1092.8,1140.5,1201.6,1279.8,1370.1,1472.2,1565.2,1659.1,1749.7,1847.0,1954.1,2086.4,2239.1,2389.7,2487.6,2565.8,2651.8,2752.9,2849.2,2957.6
"54","        Equipment",4.9,5.2,5.5,5.7,6.0,5.9,5.6,5.2,4.7,4.4,4.3,4.4,4.5,4.5,4.6,4.9,5.2,4.9,4.8,4.8,5.3,6.3,8.2,10.1,11.4,13.4,15.1,16.1,17.5,18.5,20.4,21.9,23.2,24.0,25.0,25.9,26.6,27.6,28.7,30.4,32.3,34.8,36.7,39.0,42.1,45.1,48.2,51.9,56.8,61.5,65.3,70.3,77.2,87.5,99.7,110.1,123.8,135.0,145.8,160.2,175.4,189.7,204.3,220.1,234.4,240.7,246.5,252.8,261.5,273.5,285.9,298.6,314.0,336.6,366.3,400.6,429.5,459.2,488.2,522.0,561.2,607.2,654.6,690.1,699.5,718.0,744.7,777.5,807.8,842.7
"55","        Structures",7.8,8.9,10.1,11.1,12.0,12.7,13.0,13.0,12.9,12.7,12.7,12.7,12.9,13.0,13.1,13.3,13.4,13.3,13.1,13.0,13.0,13.9,14.8,16.3,17.8,19.7,21.7,23.4,25.4,28.0,30.9,34.0,37.5,41.0,44.8,48.6,52.7,57.3,61.9,67.0,73.4,79.6,85.4,91.1,98.1,105.5,113.9,123.4,134.1,142.8,151.0,159.7,170.3,183.5,202.3,225.0,258.2,295.3,325.0,360.8,404.1,443.6,486.0,528.8,569.8,603.2,628.5,648.0,672.1,695.2,722.7,753.1,792.0,838.4,887.6,942.5,996.6,1049.4,1100.7,1154.1,1211.8,1288.0,1382.4,1486.8,1565.0,1615.7,1664.5,1720.7,1777.0,1838.8
"56","        Intellectual property products",0.6,0.7,0.7,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.1,1.2,1.2,1.3,1.4,1.4,1.5,1.6,1.7,1.9,2.1,2.2,2.4,2.6,2.7,2.8,3.0,3.1,3.3,3.5,3.8,4.0,4.3,4.6,5.0,5.3,5.6,5.9,6.2,6.6,6.8,7.2,7.6,8.0,8.4,8.7,9.0,9.4,10.0,10.9,11.7,13.0,14.9,16.8,19.3,21.5,23.8,26.6,29.7,33.6,38.6,44.5,50.9,56.9,63.4,70.3,75.4,79.8,84.2,88.8,95.7,104.8,116.2,129.1,139.1,150.5,160.8,170.9,181.1,191.2,202.1,212.9,223.2,232.1,242.6,254.7,264.3,276.1
" ","    By noncorporate legal form of organization:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","      Sole proprietorships",11.0,11.7,12.4,13.0,13.6,13.7,13.4,12.8,12.1,11.7,11.6,11.7,12.0,12.1,12.2,12.4,12.9,12.7,12.6,12.8,13.4,15.0,17.7,20.8,23.4,26.2,28.6,30.4,32.4,34.0,36.3,38.2,40.1,41.9,44.1,45.9,47.5,49.6,52.2,55.0,58.5,62.3,65.6,68.8,72.7,76.8,81.1,85.9,93.5,101.0,108.9,117.6,128.4,144.1,162.9,179.5,201.4,218.3,231.3,247.8,262.8,275.9,290.0,306.2,321.5,330.7,336.8,341.7,352.3,366.3,381.6,397.6,416.0,433.1,447.6,460.7,467.6,472.2,477.3,484.6,494.7,506.7,519.6,535.2,541.0,546.9,556.7,575.3,595.0,615.5
"58","        Equipment",5.4,5.8,6.0,6.3,6.6,6.5,6.2,5.6,5.1,4.8,4.7,4.8,5.0,5.0,5.1,5.3,5.7,5.6,5.4,5.6,6.0,6.8,8.7,10.8,12.6,14.5,16.1,17.2,18.3,19.0,20.3,21.0,21.8,22.5,23.3,23.7,24.0,24.6,25.6,26.8,28.5,30.5,32.2,33.8,35.8,37.9,40.2,42.8,47.3,51.4,55.4,60.1,66.3,75.6,86.3,93.5,102.2,106.8,111.3,118.3,122.9,126.9,130.9,136.8,142.6,144.8,145.8,147.4,152.6,161.2,170.1,178.9,189.3,196.6,201.1,204.2,203.7,203.1,203.0,205.1,208.7,211.9,214.7,217.0,214.3,215.7,220.8,232.4,244.1,254.7
"59","        Structures",5.3,5.6,6.0,6.4,6.7,6.8,6.8,6.7,6.6,6.6,6.5,6.5,6.6,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.5,7.3,8.0,8.9,9.7,10.5,11.3,12.0,12.8,13.6,14.6,15.6,16.6,17.6,18.9,20.2,21.4,22.8,24.3,25.8,27.6,29.2,30.8,32.3,34.1,36.1,38.1,40.1,43.1,46.6,50.3,54.2,58.6,64.7,72.2,81.0,93.5,105.2,112.9,121.6,131.0,139.0,147.5,156.2,164.2,169.7,173.2,175.1,178.9,182.9,187.9,193.7,199.7,206.9,214.2,221.9,228.4,233.0,237.5,241.9,247.0,254.4,264.0,276.6,284.6,288.5,292.6,298.4,305.2,313.3
"60","        Intellectual property products",0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.4,2.5,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.1,3.2,3.4,3.5,3.8,4.4,5.0,5.7,6.3,7.0,7.9,8.9,10.0,11.6,13.2,14.8,16.2,17.7,19.3,20.8,22.2,23.6,25.0,27.1,29.6,32.3,34.6,35.5,36.1,36.8,37.6,39.0,40.3,40.8,41.6,42.1,42.7,43.3,44.5,45.8,47.5
"61","      Partnerships",6.1,6.5,6.9,7.3,7.8,7.9,7.8,7.5,7.3,7.1,7.0,7.1,7.3,7.4,7.5,7.7,8.0,7.9,7.9,7.9,8.3,9.2,10.6,12.2,13.5,15.0,16.3,17.3,18.5,19.6,21.2,22.6,23.9,25.0,26.5,27.8,29.1,30.7,32.5,34.6,37.4,40.4,43.0,45.4,48.7,52.1,55.7,59.6,64.9,69.4,73.9,78.9,85.1,94.5,108.9,124.3,146.8,168.8,185.5,208.6,236.6,261.3,287.1,314.6,339.9,353.7,361.6,364.9,373.9,384.4,398.4,414.3,433.5,462.1,500.2,547.4,592.5,636.1,675.0,719.0,772.1,838.2,916.5,991.7,1030.1,1064.2,1104.0,1155.4,1209.2,1268.7
"62","        Equipment",2.6,2.7,2.8,2.9,3.0,3.0,2.9,2.7,2.5,2.3,2.3,2.4,2.5,2.5,2.6,2.7,3.0,2.9,2.9,3.0,3.2,3.6,4.6,5.6,6.4,7.3,8.2,8.7,9.3,9.8,10.5,11.1,11.6,11.9,12.4,12.7,13.0,13.3,13.9,14.7,15.7,17.1,18.2,19.3,20.7,22.2,23.5,24.8,26.5,28.1,29.8,31.6,34.2,38.3,43.6,48.1,54.2,58.8,62.3,67.8,73.7,79.0,84.2,90.8,96.8,98.2,98.5,98.5,100.8,105.1,110.4,116.5,123.6,134.7,150.4,170.9,189.9,207.7,224.8,245.6,271.0,300.3,330.7,352.6,357.7,369.9,386.5,410.0,433.6,457.9
