"Table 4.1. Current-Cost Net Stock of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 31, 2015"
"Line"," ","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
" ","    By corporate financial and nonfinancial:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","      Financial",3.1,3.2,3.3,3.4,3.5,3.5,3.0,2.7,2.9,2.9,2.9,3.1,3.4,3.3,3.2,3.7,4.4,4.2,4.4,4.4,4.4,5.6,6.7,7.2,6.6,7.4,8.6,9.0,9.2,9.2,10.3,11.9,12.7,13.1,13.7,14.3,15.1,16.2,17.2,19.1,21.0,23.3,25.7,29.7,34.0,38.1,43.6,49.1,57.0,71.4,80.6,90.7,103.3,120.6,145.2,173.9,203.2,229.8,252.9,285.3,322.0,365.3,406.3,452.6,502.5,547.3,569.4,595.2,628.9,671.5,704.4,740.1,783.4,847.2,919.3,985.5,1027.9,1068.0,1102.9,1203.0,1303.4,1398.3,1474.2,1552.2,1492.3,1483.8,1521.9,1554.3,1608.9,1666.2
"34","        Equipment",0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.7,0.7,0.7,0.6,0.8,1.0,1.2,1.3,1.5,1.7,1.8,2.0,2.0,2.3,2.6,2.8,2.9,3.0,3.1,3.2,3.4,3.5,3.9,4.6,5.3,6.3,7.6,9.1,10.3,11.7,13.4,16.2,21.6,26.1,30.7,35.6,43.0,53.0,64.8,76.7,86.3,95.3,108.4,122.4,141.0,157.9,179.2,200.1,216.9,223.1,227.6,239.1,255.5,271.0,284.7,293.2,315.7,343.9,367.2,373.2,383.5,392.7,418.0,437.5,459.6,477.8,481.7,453.6,452.1,464.3,483.3,511.0,543.8
"35","        Structures",2.5,2.6,2.7,2.8,2.9,2.9,2.4,2.2,2.5,2.4,2.5,2.6,2.9,2.8,2.6,3.1,3.6,3.5,3.6,3.7,3.7,4.8,5.7,6.0,5.4,5.9,6.9,7.2,7.2,7.1,8.0,9.3,9.9,10.2,10.6,11.1,11.9,12.8,13.6,14.9,16.2,17.6,19.0,21.6,24.1,26.8,30.7,34.3,39.1,47.4,51.4,56.2,63.5,72.9,86.8,102.7,119.2,134.9,147.6,165.2,186.2,209.2,230.8,252.7,278.0,301.5,313.7,331.5,350.9,375.9,393.4,415.6,449.9,485.5,518.9,550.6,580.9,601.4,619.4,685.5,761.4,829.0,877.6,942.8,902.1,895.8,916.9,922.8,942.9,961.2
"36","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.8,1.0,1.2,1.4,1.8,2.4,3.1,3.8,4.2,4.7,5.5,6.4,7.3,8.6,10.0,11.7,13.4,15.2,17.6,20.7,24.5,28.9,32.7,36.2,39.0,40.2,39.9,39.8,40.3,46.0,56.5,67.7,73.8,83.0,90.8,99.5,104.5,109.7,118.8,127.7,136.5,135.9,140.6,148.2,155.1,161.2
"37","      Nonfinancial",95.5,98.2,99.6,101.8,100.7,95.8,86.4,80.8,81.3,82.5,82.0,90.3,93.4,92.3,93.1,98.7,110.5,118.0,118.7,120.1,131.4,158.6,189.2,207.3,211.9,237.8,257.8,273.4,288.1,297.5,327.5,363.9,391.4,399.8,416.5,425.6,436.6,450.6,465.6,490.7,525.0,571.4,620.7,682.9,752.9,828.3,904.5,979.0,1102.7,1346.8,1491.9,1637.7,1818.4,2061.6,2373.0,2720.5,3076.2,3268.3,3361.4,3556.5,3741.8,3895.1,4087.3,4336.3,4582.0,4837.0,4959.3,5134.8,5383.3,5683.7,6026.6,6344.2,6715.7,7070.6,7475.7,7997.6,8381.3,8643.3,8916.2,9631.9,10500.1,11341.0,11959.0,12704.9,12291.9,12643.3,13176.9,13633.6,14163.0,14669.3
"38","        Equipment",23.2,24.2,24.4,24.6,24.4,23.1,21.0,18.9,18.9,19.4,18.9,20.3,21.7,21.6,22.0,23.6,26.8,27.8,28.2,28.2,32.4,39.2,47.2,57.1,59.2,68.4,75.2,79.6,86.7,90.0,99.6,113.9,125.5,129.5,136.3,141.8,145.0,151.4,158.3,168.3,182.1,204.0,225.0,249.5,276.0,303.2,324.5,349.8,388.1,478.5,549.8,607.9,685.6,782.1,905.2,1052.3,1169.6,1238.1,1274.7,1340.2,1415.3,1490.2,1551.6,1633.6,1717.4,1811.8,1859.7,1913.8,1992.5,2104.4,2246.9,2366.3,2475.0,2580.1,2718.0,2886.2,2958.6,2973.0,3003.3,3142.5,3294.6,3510.2,3669.9,3853.6,3789.7,3850.4,4004.6,4136.0,4266.4,4439.5
"39","        Structures",71.1,72.8,73.9,75.6,74.7,71.1,63.7,60.4,60.7,61.3,61.1,67.8,69.4,68.2,68.4,72.0,80.0,85.7,85.5,86.4,93.2,112.7,134.2,141.9,144.2,160.0,172.4,182.8,188.9,193.8,212.7,232.6,246.5,249.2,256.9,258.7,264.4,270.1,275.6,288.3,305.4,325.8,348.9,380.8,417.6,459.8,510.3,554.0,630.7,772.7,838.6,916.5,1008.0,1139.8,1307.9,1485.3,1696.9,1795.4,1825.9,1925.8,2006.7,2056.9,2153.7,2287.8,2411.8,2532.3,2566.9,2652.2,2787.2,2931.0,3079.6,3224.1,3416.4,3598.2,3771.1,4030.3,4303.2,4526.0,4717.0,5247.3,5883.5,6429.6,6796.8,7287.2,6901.5,7123.8,7425.5,7678.2,7976.6,8227.1
"40","        Intellectual property products",1.2,1.3,1.4,1.5,1.6,1.7,1.6,1.6,1.6,1.8,1.9,2.2,2.4,2.5,2.7,3.0,3.7,4.4,5.0,5.5,5.8,6.7,7.8,8.4,8.6,9.5,10.1,11.0,12.4,13.6,15.2,17.5,19.5,21.2,23.3,25.2,27.2,29.1,31.6,34.2,37.5,41.6,46.8,52.5,59.3,65.3,69.7,75.3,84.0,95.6,103.6,113.3,124.8,139.7,159.8,182.8,209.6,234.8,260.7,290.4,319.8,348.0,382.0,414.9,452.8,492.9,532.7,568.8,603.7,648.3,700.1,753.8,824.2,892.2,986.6,1081.1,1119.5,1144.4,1195.9,1242.2,1322.0,1401.1,1492.3,1564.1,1600.7,1669.1,1746.9,1819.4,1920.0,2002.7
"41","  Noncorporate",27.9,29.5,30.8,32.2,32.4,30.6,26.6,23.9,24.8,24.9,25.1,27.6,29.4,29.2,28.9,30.9,35.6,38.0,39.9,40.5,44.0,56.4,69.4,76.5,77.6,90.1,99.3,103.4,105.9,107.8,118.7,129.2,136.1,138.0,143.3,146.5,152.1,159.5,167.3,179.1,192.4,209.1,224.3,244.8,268.4,294.6,326.5,357.0,400.3,475.2,510.6,551.5,610.7,687.7,795.4,905.6,1020.5,1090.7,1130.1,1198.9,1268.2,1343.0,1425.2,1521.8,1614.5,1685.8,1711.5,1755.6,1824.4,1914.2,1986.6,2059.3,2165.1,2295.2,2437.9,2604.8,2754.0,2891.7,3033.2,3323.7,3657.5,3990.6,4233.8,4491.6,4367.2,4434.5,4588.2,4732.6,4943.9,5128.0
"42","    Equipment",7.3,8.1,8.5,9.0,9.3,9.0,8.2,7.4,7.0,6.6,6.5,7.1,7.7,7.8,8.0,8.6,10.0,10.0,10.0,9.9,11.2,13.3,17.4,22.1,24.2,29.0,32.1,33.5,35.7,36.1,39.4,42.1,44.7,45.7,47.2,47.8,47.9,48.9,50.4,52.7,55.8,60.7,64.9,69.4,75.0,81.2,86.3,92.0,102.8,125.5,140.3,153.9,170.4,192.9,223.7,252.8,282.1,295.6,300.4,310.2,320.2,333.6,345.8,365.2,383.1,395.0,399.5,402.9,410.9,425.1,441.3,453.0,466.9,488.9,516.7,552.0,580.5,612.2,644.8,696.7,749.7,814.2,873.2,932.2,939.4,965.5,1009.5,1051.3,1093.8,1141.4
"43","    Structures",19.9,20.8,21.5,22.4,22.3,20.7,17.5,15.7,17.0,17.5,17.7,19.6,20.6,20.3,19.7,21.1,24.1,26.3,28.1,28.5,30.7,40.6,49.2,51.5,50.4,57.8,63.7,66.3,66.5,67.6,75.1,82.5,86.5,87.1,90.4,92.8,97.9,103.9,109.8,118.8,128.5,139.8,150.3,165.7,182.9,202.2,228.6,253.1,284.8,335.9,355.5,381.8,423.5,476.0,550.2,628.2,710.4,764.5,796.4,852.4,908.6,966.2,1030.3,1100.9,1168.6,1221.2,1235.7,1269.3,1324.6,1394.1,1444.1,1499.7,1582.9,1679.1,1777.1,1890.5,2000.3,2092.6,2186.3,2411.1,2675.5,2928.4,3096.4,3281.8,3140.1,3169.0,3264.1,3351.4,3504.5,3627.7
"44","    Intellectual property products",0.7,0.7,0.7,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.5,1.6,1.8,2.0,2.2,2.5,2.8,3.0,3.1,3.4,3.5,3.6,3.8,4.0,4.3,4.6,4.9,5.2,5.7,5.9,6.4,6.7,7.2,7.6,8.0,8.5,9.1,9.7,10.5,11.2,11.6,12.0,12.7,13.9,14.8,15.8,16.8,18.8,21.5,24.6,28.1,30.7,33.3,36.3,39.5,43.3,49.1,55.7,62.8,69.5,76.4,83.4,88.9,95.1,101.2,106.6,115.2,127.1,144.1,162.3,173.2,186.9,202.1,215.8,232.3,248.0,264.2,277.5,287.7,300.0,314.7,329.8,345.5,358.9
" ","    By noncorporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","      Farms",9.9,10.0,10.1,10.2,10.0,9.1,7.9,7.0,7.4,7.4,7.3,7.6,8.0,7.8,7.3,7.5,9.1,10.3,11.2,11.7,12.9,15.8,19.5,22.1,23.1,26.8,29.3,30.7,31.0,30.9,33.1,34.4,35.4,35.0,35.7,36.0,36.6,37.7,39.2,41.2,43.7,46.9,49.9,53.4,57.2,61.8,67.1,71.5,80.1,97.1,106.9,117.7,131.5,148.4,173.0,193.2,211.0,217.8,218.4,220.1,217.6,217.8,217.1,220.3,224.7,228.8,228.1,227.3,231.3,238.3,243.3,248.1,256.0,263.5,266.7,271.2,275.4,277.9,283.8,301.8,321.3,336.4,344.3,352.5,338.8,338.7,347.2,364.4,389.5,410.1
"46","        Equipment",2.6,2.8,3.0,3.1,3.3,3.2,3.0,2.8,2.6,2.3,2.3,2.5,2.8,2.9,3.0,3.1,3.6,3.7,3.7,3.9,4.2,4.7,6.0,8.1,9.3,11.1,12.2,13.0,13.6,13.5,14.2,14.3,14.9,15.4,15.9,16.0,15.9,16.3,16.9,17.6,19.0,20.7,22.3,23.6,25.1,27.0,28.6,30.2,34.7,43.8,50.0,55.9,62.3,70.0,82.1,90.8,100.1,102.0,99.5,97.1,92.9,90.4,86.8,87.2,89.0,91.4,92.0,90.5,91.0,93.1,96.3,98.4,102.4,105.6,104.3,102.8,102.0,101.9,103.5,108.6,112.1,114.8,118.2,125.9,128.7,132.4,140.6,153.1,165.6,173.9
"47","        Structures",7.3,7.2,7.1,7.1,6.8,5.9,4.9,4.1,4.8,5.1,5.0,5.1,5.1,4.9,4.3,4.5,5.4,6.5,7.5,7.9,8.7,11.0,13.4,14.0,13.8,15.7,17.0,17.7,17.5,17.5,18.9,20.1,20.5,19.6,19.9,20.0,20.6,21.4,22.3,23.6,24.8,26.2,27.6,29.8,32.1,34.8,38.5,41.3,45.5,53.3,56.9,61.8,69.2,78.4,90.9,102.4,110.9,115.9,118.9,123.0,124.8,127.5,130.2,133.1,135.7,137.3,136.0,136.6,140.0,145.0,146.7,149.3,153.3,157.6,162.2,168.2,173.3,175.9,180.1,193.1,209.1,221.5,226.0,226.5,210.0,206.3,206.5,211.2,223.8,236.2
"48","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
"49","      Manufacturing",1.0,1.0,1.0,1.1,1.0,1.0,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.2,1.4,1.5,1.5,1.5,1.7,2.1,2.6,2.9,2.9,3.2,3.5,3.5,3.6,3.6,4.0,4.4,4.7,4.7,4.8,4.9,4.9,5.0,5.1,5.2,5.4,5.6,5.8,6.0,6.4,6.7,7.1,7.5,8.1,9.5,10.3,11.0,12.0,13.9,16.3,18.6,20.5,21.6,22.3,23.3,24.5,25.7,26.9,28.2,29.5,30.7,31.3,32.2,33.7,36.3,39.6,43.3,47.6,54.1,62.3,72.4,82.7,92.5,101.3,112.1,125.0,137.3,150.8,161.8,161.9,166.2,173.9,180.5,189.8,198.9
"50","        Equipment",0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,1.0,1.2,1.5,1.5,1.7,1.8,1.8,1.9,1.9,2.1,2.3,2.4,2.5,2.6,2.6,2.5,2.6,2.6,2.6,2.7,2.8,2.8,2.9,3.0,3.2,3.2,3.3,3.5,4.1,4.7,5.1,5.5,6.3,7.3,8.4,9.1,9.6,9.8,10.2,10.9,11.5,12.2,12.9,13.5,14.3,14.6,15.1,15.7,17.0,18.8,20.5,22.2,24.8,28.1,32.3,36.5,40.9,44.9,49.6,55.1,61.0,67.7,72.0,71.9,72.9,75.5,77.7,80.0,83.5
"51","        Structures",0.5,0.6,0.6,0.6,0.6,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.7,0.8,0.7,0.7,0.8,1.1,1.3,1.3,1.3,1.4,1.5,1.6,1.5,1.5,1.7,1.8,1.9,1.8,1.8,1.9,1.9,1.9,2.0,2.1,2.2,2.3,2.3,2.5,2.7,2.9,3.2,3.4,3.7,4.3,4.5,4.8,5.3,6.2,7.2,8.2,9.0,9.4,9.7,10.1,10.4,10.8,11.2,11.6,12.1,12.4,12.4,12.7,13.1,13.8,14.3,15.0,16.0,17.2,18.6,20.3,22.5,24.3,25.1,27.8,30.8,33.1,35.9,39.5,38.0,38.3,40.0,41.7,44.5,47.0
"52","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.2,1.5,1.8,2.1,2.4,2.6,2.8,3.0,3.2,3.4,3.5,3.8,3.9,4.1,4.3,4.4,4.8,5.5,6.5,7.8,9.4,12.1,15.6,19.8,23.7,27.3,31.3,34.7,39.2,43.2,47.3,50.3,52.1,55.0,58.4,61.1,65.3,68.4
"53","      Nonfarm nonmanufacturing",17.0,18.5,19.6,20.9,21.4,20.5,17.8,16.1,16.6,16.7,16.9,19.0,20.4,20.4,20.6,22.2,25.2,26.2,27.2,27.2,29.4,38.5,47.3,51.5,51.7,60.1,66.6,69.2,71.3,73.2,81.6,90.4,96.0,98.3,102.7,105.6,110.6,116.8,123.1,132.6,143.3,156.6,168.7,185.4,204.8,226.1,252.3,278.0,312.1,368.7,393.3,422.8,467.2,525.4,606.2,693.7,789.0,851.2,889.5,955.6,1026.1,1099.5,1181.2,1273.3,1360.3,1426.2,1452.2,1496.1,1559.4,1639.6,1703.6,1767.9,1861.5,1977.5,2108.9,2261.2,2395.8,2521.2,2648.2,2909.7,3211.3,3516.9,3738.7,3977.3,3866.6,3929.6,4067.1,4187.7,4364.6,4519.0
"54","        Equipment",4.3,4.8,5.1,5.4,5.6,5.4,4.8,4.2,4.0,3.9,3.8,4.1,4.4,4.4,4.5,4.9,5.8,5.6,5.6,5.3,6.1,7.6,10.1,12.5,13.4,16.2,18.1,18.7,20.2,20.8,23.1,25.5,27.3,27.8,28.8,29.3,29.4,30.1,31.0,32.5,34.2,37.3,39.8,42.9,46.9,51.1,54.4,58.5,64.6,77.5,85.6,93.0,102.6,116.7,134.4,153.6,172.8,184.0,191.2,202.9,216.4,231.7,246.7,265.2,280.6,289.3,292.9,297.4,304.1,315.0,326.2,334.0,342.4,358.5,384.4,416.9,442.0,469.3,496.5,538.5,582.6,638.4,687.4,734.3,738.8,760.3,793.4,820.5,848.2,884.0
"55","        Structures",12.1,13.1,13.8,14.7,14.9,14.3,12.2,11.1,11.8,12.0,12.2,14.0,14.9,14.9,14.9,16.0,18.0,19.1,19.8,19.9,21.1,28.5,34.4,36.1,35.3,40.6,45.1,47.1,47.5,48.6,54.5,60.6,64.1,65.7,68.7,70.9,75.3,80.5,85.5,93.1,101.6,111.4,120.4,133.4,148.1,164.6,187.0,208.4,235.7,278.2,294.0,315.2,349.0,391.4,452.1,517.6,590.6,639.2,667.8,719.3,773.4,827.9,888.9,956.2,1020.9,1071.5,1087.3,1119.9,1171.4,1235.3,1283.1,1335.3,1413.7,1504.3,1596.3,1702.0,1804.5,1892.5,1981.0,2190.2,2435.6,2673.9,2834.5,3015.8,2892.1,2924.4,3017.5,3098.5,3236.1,3344.6
"56","        Intellectual property products",0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.8,1.9,2.1,2.4,2.7,2.9,3.0,3.2,3.3,3.4,3.6,3.8,4.0,4.3,4.6,4.8,5.3,5.5,5.9,6.2,6.6,7.0,7.5,7.9,8.5,9.1,9.8,10.5,10.9,11.2,11.8,12.9,13.7,14.6,15.6,17.3,19.8,22.5,25.6,28.1,30.5,33.3,36.3,39.9,45.6,51.9,58.9,65.4,72.0,78.8,83.9,89.3,94.4,98.6,105.5,114.7,128.3,142.3,149.3,159.5,170.7,181.0,193.1,204.7,216.8,227.2,235.6,244.9,256.3,268.7,280.2,290.5
" ","    By noncorporate legal form of organization:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","      Sole proprietorships",14.5,15.2,15.7,16.3,16.3,15.2,13.3,11.8,12.1,12.1,12.0,12.9,13.7,13.5,13.2,14.0,16.3,17.3,18.3,18.7,20.3,25.5,31.6,35.5,36.3,42.1,46.1,47.8,48.8,49.0,53.3,57.3,59.7,60.1,61.8,62.5,63.8,65.9,68.4,72.1,76.6,82.3,87.2,93.9,101.6,110.1,119.9,128.9,143.6,171.2,185.1,200.7,222.9,253.2,293.9,333.6,377.8,399.0,406.2,424.0,439.3,455.9,474.1,498.8,520.6,536.3,536.9,543.2,559.6,583.7,604.0,622.3,647.4,673.5,696.3,721.2,738.1,750.3,765.1,819.7,886.6,944.3,976.5,1007.3,954.1,949.7,965.9,986.8,1020.3,1048.3
"58","        Equipment",5.0,5.5,5.8,6.1,6.3,6.1,5.5,5.0,4.7,4.3,4.2,4.5,4.9,4.9,5.0,5.3,6.2,6.2,6.1,6.1,6.7,7.9,10.3,13.3,14.7,17.5,19.3,20.2,21.4,21.4,23.2,24.5,25.9,26.5,27.2,27.4,27.2,27.7,28.4,29.5,31.2,33.7,35.9,38.1,40.9,44.0,46.6,49.3,55.4,67.4,75.1,82.5,91.6,104.4,122.0,136.7,152.2,158.1,159.1,162.1,163.9,167.5,170.1,177.0,182.5,185.7,185.7,185.9,189.6,197.1,205.4,211.0,217.0,221.3,223.5,224.9,222.3,220.4,221.0,229.6,239.0,250.2,259.0,263.8,256.5,255.6,261.3,269.7,278.7,287.1
"59","        Structures",9.2,9.4,9.6,9.9,9.6,8.8,7.4,6.5,7.1,7.4,7.4,8.0,8.3,8.1,7.7,8.1,9.5,10.5,11.5,11.8,12.7,16.5,20.0,20.9,20.3,23.1,25.2,26.0,25.8,25.9,28.3,30.8,31.8,31.5,32.3,32.7,34.0,35.6,37.2,39.8,42.3,45.4,48.1,52.4,57.1,62.3,69.4,75.7,84.2,99.4,105.5,113.6,126.5,143.5,166.0,190.2,218.0,232.7,238.2,252.0,264.6,276.5,290.2,306.4,320.9,331.7,330.7,335.4,346.5,361.4,371.9,383.3,400.3,419.4,436.8,457.6,477.0,490.7,504.1,549.1,605.0,649.7,671.8,697.9,652.4,648.5,658.4,669.8,692.6,710.8
"60","        Intellectual property products",0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2.1,2.1,2.3,2.4,2.5,2.6,2.7,2.9,3.0,3.1,3.3,3.4,3.6,3.9,3.9,4.0,4.1,4.3,4.5,4.7,4.8,5.3,5.9,6.7,7.5,8.2,8.9,9.9,10.9,12.0,13.8,15.4,17.2,18.9,20.4,21.9,23.5,25.1,26.7,28.0,30.2,32.7,36.0,38.6,38.8,39.1,40.0,40.9,42.7,44.4,45.8,45.6,45.2,45.6,46.2,47.4,49.0,50.4
"61","      Partnerships",7.8,8.3,8.6,9.0,9.1,8.6,7.5,6.7,7.0,7.1,7.1,7.7,8.2,8.2,8.1,8.7,10.0,10.6,11.1,11.3,12.3,15.4,18.8,20.8,21.0,24.1,26.5,27.3,28.0,28.3,31.0,33.7,35.2,35.5,36.8,37.5,38.6,40.2,41.9,44.7,48.1,52.4,56.2,61.0,66.8,73.2,80.6,87.4,97.8,116.1,124.6,134.1,148.0,167.4,196.3,228.2,267.3,291.7,303.9,330.2,360.5,389.3,421.2,458.5,493.0,514.6,518.3,524.9,542.2,565.7,587.1,608.6,638.3,678.8,729.0,791.9,849.7,903.3,951.7,1050.3,1168.4,1287.8,1381.5,1491.5,1457.1,1493.5,1554.5,1615.4,1695.1,1770.4
"62","        Equipment",2.3,2.5,2.7,2.8,2.9,2.8,2.6,2.3,2.2,2.1,2.1,2.3,2.5,2.5,2.6,2.8,3.3,3.3,3.3,3.2,3.7,4.4,5.6,7.0,7.6,9.0,10.0,10.3,10.9,11.1,12.1,13.0,13.8,14.0,14.5,14.6,14.6,14.9,15.4,16.1,17.1,18.8,20.1,21.6,23.5,25.5,27.1,28.4,30.9,37.0,40.6,43.6,47.5,53.5,61.9,70.5,79.7,84.7,86.3,90.2,95.0,100.3,105.3,112.9,119.3,121.6,121.3,120.3,121.8,125.4,130.3,134.7,139.1,147.5,161.4,180.8,197.5,213.4,228.0,251.4,276.0,305.5,331.8,363.7,368.3,384.4,406.7,428.7,452.4,478.4
"63","        Structures",5.2,5.5,5.6,5.8,5.8,5.4,4.6,4.1,4.4,4.6,4.6,5.0,5.3,5.1,4.9,5.3,6.1,6.6,7.0,7.1,7.6,9.9,11.9,12.4,12.0,13.5,14.9,15.3,15.2,15.3,16.8,18.5,19.1,19.1,19.7,20.1,21.0,22.2,23.4,25.3,27.5,30.0,32.3,35.4,39.2,43.3,49.1,54.6,62.3,74.3,79.0,85.3,95.0,108.0,127.8,150.3,179.3,198.2,208.2,229.5,253.8,276.2,301.0,328.8,354.5,371.9,374.1,380.0,394.3,412.3,426.6,441.7,464.2,491.1,518.3,550.9,583.1,610.8,634.7,700.9,783.8,863.2,920.6,989.1,944.4,958.3,990.4,1021.9,1069.4,1111.3
"64","        Intellectual property products",0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.3,1.4,1.4,1.6,1.6,1.7,1.8,1.9,2.0,2.2,2.3,2.4,2.6,2.7,2.9,3.1,3.2,3.3,3.5,3.6,3.8,3.9,4.2,4.4,4.4,4.5,4.6,4.9,5.0,5.3,5.4,5.9,6.6,7.4,8.3,8.9,9.5,10.5,11.6,12.9,14.9,16.9,19.1,21.1,22.9,24.6,26.2,28.0,30.2,32.2,35.0,40.3,49.2,60.2,69.1,79.2,89.0,97.9,108.6,119.1,129.1,138.7,144.4,150.9,157.5,164.8,173.2,180.7
"65","      Nonprofit institutions",5.5,5.9,6.3,6.8,6.9,6.6,5.7,5.2,5.5,5.6,5.7,6.7,7.0,7.1,7.1,7.6,8.6,9.2,9.6,9.6,10.4,14.1,17.2,18.0,18.0,21.1,23.6,24.9,25.5,26.6,29.9,33.3,35.8,36.8,38.8,40.6,43.6,47.1,50.4,55.2,60.4,66.6,72.2,80.5,89.7,99.8,113.2,126.9,143.1,169.1,179.5,192.9,213.5,238.5,271.8,306.2,334.2,356.7,375.8,399.1,419.1,445.6,475.1,506.0,539.2,570.2,590.3,620.1,652.4,692.0,719.9,750.6,798.4,858.7,923.6,995.9,1063.8,1129.3,1202.4,1329.1,1467.4,1609.2,1711.7,1812.7,1776.1,1801.1,1865.4,1917.6,2006.6,2077.1
"66","        Equipment",0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.9,1.0,1.3,1.5,1.6,1.9,2.0,2.3,2.6,2.9,3.1,3.4,3.6,3.8,4.1,4.3,4.7,5.1,5.6,6.1,6.6,7.3,8.0,8.7,10.2,12.1,15.9,18.6,21.1,23.7,27.0,30.6,35.0,38.9,41.3,43.8,46.6,48.8,52.5,56.7,61.3,66.4,72.1,76.8,81.0,83.3,85.8,88.5,89.9,93.1,102.2,112.9,125.9,138.8,154.5,170.4,188.0,204.6,224.4,244.2,262.4,270.4,278.7,291.5,300.3,307.6,318.5
"67","        Structures",5.3,5.8,6.1,6.6,6.7,6.4,5.5,5.0,5.3,5.4,5.5,6.4,6.7,6.8,6.8,7.2,8.1,8.7,9.1,9.1,9.8,13.3,16.2,16.8,16.7,19.5,21.7,22.9,23.2,24.1,27.2,30.2,32.3,33.0,34.7,36.2,38.9,42.0,44.9,49.2,53.8,59.3,64.2,71.6,79.8,88.9,101.4,113.2,127.1,148.6,155.8,166.0,183.4,204.0,232.4,260.7,283.3,302.0,317.3,336.8,353.5,375.0,398.2,421.7,446.7,469.0,481.2,503.0,530.8,565.1,588.1,615.5,656.5,703.6,753.3,807.9,861.3,907.7,960.4,1065.6,1183.4,1301.9,1379.8,1458.7,1409.3,1420.7,1464.6,1501.4,1577.5,1632.7
